סמל היישוב,שם היישוב,המעמד המוניציפלי או שם המועצה האזורית,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024 ינואר עד מרץ
419,סעד,שדות נגב,11,3,0,10,5,0,0,0,0,0
454,סער,מטה אשר,5,3,2,1,10,3,4,5,5,2
1176,ספיר,הערבה התיכונה,3,0,4,2,5,1,0,0,2,0
610,סתרייה,גזר,3,0,2,0,0,1,0,2,7,3
892,עבדון,מעלה יוסף,5,8,2,4,1,1,0,0,0,0
376,עברון,מטה אשר,0,18,3,0,0,1,36,2,0,0
794,עגור,מטה יהודה,0,2,0,0,0,0,0,0,0,0
4501,ע'ג'ר,מועצה מקומית,0,1,1,0,0,0,0,0,0,0
1199,עדי,עמק יזרעאל,4,3,1,0,1,2,1,2,0,0
2035,עדנים,דרום השרון,0,0,0,0,1,0,1,0,0,1
826,עוזה,שפיר,1,1,1,1,0,0,2,2,1,0
528,עוזייר,אל-בטוף,25,29,21,9,20,16,17,47,24,2
737,עולש,עמק חפר,5,2,3,3,5,2,0,0,0,1
666,עומר,מועצה מקומית,32,23,8,22,16,13,11,7,18,1
810,עופר,חוף הכרמל,0,2,0,0,2,1,2,2,1,2
32,עוצם,לכיש,0,1,8,6,8,7,7,3,1,0
1149,עזר,באר טוביה,1,1,0,0,0,0,0,0,0,0
837,עזריאל,לב השרון,4,3,1,1,1,1,0,2,0,0
711,עזריה,גזר,0,0,0,1,0,3,0,3,2,0
817,עזריקם,באר טוביה,8,3,0,0,0,0,0,0,1,0
1175,עידן,הערבה התיכונה,6,1,2,3,2,2,2,6,2,1
530,עיילבון,מועצה מקומית,25,34,23,27,17,29,6,33,16,6
511,עילוט,מועצה מקומית,98,49,54,40,46,82,95,108,63,6
687,עין איילה,חוף הכרמל,3,1,0,0,1,2,2,3,3,2
546,עין אל-אסד,מרום הגליל,0,1,2,0,0,4,3,2,2,0
273,עין גב,עמק הירדן,2,13,0,1,0,0,0,0,1,0
2042,עין גדי,תמר,4,0,1,0,0,0,0,1,1,0
436,עין דור,עמק יזרעאל,1,3,1,2,6,7,6,7,1,0
1240,עין הבשור,אשכול,6,0,2,6,3,1,3,1,0,0
74,עין הוד,חוף הכרמל,0,0,2,1,0,0,0,3,0,0
167,עין החורש,עמק חפר,6,2,8,7,11,3,3,0,3,0
289,עין המפרץ,מטה אשר,10,6,1,1,3,13,6,7,7,0
383,"עין הנצי""ב",עמק המעיינות,4,8,7,1,1,1,3,3,3,0
367,עין העמק,מגידו,3,3,1,5,0,2,1,0,7,10
270,עין השופט,מגידו,0,8,4,0,31,0,1,1,6,0
676,עין השלושה,אשכול,0,0,0,0,0,0,6,0,0,0
157,עין ורד,לב השרון,2,5,7,3,2,0,2,3,2,0
4503,עין זיוון,גולן,5,3,3,1,3,9,10,3,3,1
89,עין חרוד (איחוד),הגלבוע,11,0,0,2,0,0,0,4,0,0
82,עין חרוד (מאוחד),הגלבוע,0,0,13,7,6,0,7,10,8,1
806,עין יהב,הערבה התיכונה,3,0,1,3,4,6,14,11,16,3
813,עין יעקב,מעלה יוסף,10,5,3,17,7,1,2,3,7,1
1056,"עין כרם-בי""ס חקלאי",מטה יהודה,0,0,0,0,0,0,0,0,0,0
426,עין כרמל,חוף הכרמל,2,0,0,0,0,2,2,30,3,4
532,עין מאהל,מועצה מקומית,85,66,89,52,59,44,35,72,50,9
521,עין נקובא,מטה יהודה,11,88,6,10,1,17,4,5,28,11
223,עין עירון,מנשה,0,0,0,1,0,0,1,0,0,0
622,עין צורים,שפיר,1,0,0,0,4,14,17,0,2,2
4502,עין קנייא,מועצה מקומית,17,18,21,4,11,10,11,13,8,0
514,עין ראפה,מטה יהודה,16,8,4,3,5,13,2,4,10,0
139,עין שמר,מנשה,0,1,0,0,1,5,34,0,14,1
880,עין שריד,לב השרון,4,1,0,5,1,3,1,5,3,0
1251,עין תמר,תמר,0,1,5,1,0,1,0,0,0,0
871,עינת,דרום השרון,0,0,0,1,1,3,15,13,2,0
7600,עכו,עירייה,304,298,60,214,"1,057",460,134,24,627,455
1146,עלומים,שדות נגב,8,0,0,0,6,0,0,0,0,0
688,עלמה,מרום הגליל,2,0,0,0,0,0,1,1,1,4
779,עמינדב,מטה יהודה,1,1,0,0,0,0,0,0,1,1
385,עמיעד,הגליל העליון,9,3,0,0,8,8,7,9,7,3
318,עמיעוז,אשכול,0,0,0,1,0,0,0,0,0,0
773,עמיקם,אלונה,0,1,0,1,1,0,1,0,0,0
319,עמיר,הגליל העליון,9,0,0,1,11,2,0,0,2,0
708,עמקה,מטה אשר,2,2,3,2,4,5,8,3,4,2
534,עספיא,מועצה מקומית,16,4,5,185,35,7,35,0,0,0
7700,עפולה,עירייה,"1,582",771,848,367,279,438,640,595,771,258
917,עצמון שגב,משגב,1,0,0,0,25,11,7,22,4,0
531,עראבה,עירייה,130,87,82,85,72,75,70,127,87,25
1246,עראמשה,מטה אשר,1,2,4,1,3,6,2,4,9,0
1335,ערב אל נעים,משגב,10,7,3,1,12,8,6,2,5,1
2560,ערד,עירייה,73,45,79,122,97,83,39,60,100,5
593,ערוגות,באר טוביה,5,0,0,0,1,1,2,1,0,0
637,ערערה,מועצה מקומית,18,33,0,9,16,9,45,54,54,2
1192,ערערה-בנגב,מועצה מקומית,91,68,37,31,25,40,75,110,81,19
591,עשרת,גדרות,8,7,2,4,2,1,1,2,1,1
53,עתלית,חוף הכרמל,15,28,35,72,62,48,63,154,146,8
1151,פארן,הערבה התיכונה,8,1,3,3,1,1,2,2,5,1
750,פדויים,מרחבים,6,3,3,1,4,1,9,3,3,2
838,פדיה,גזר,0,1,0,4,1,1,0,0,0,0
537,פוריידיס,מועצה מקומית,45,35,34,21,32,66,73,81,114,19
1104,פורייה - כפר עבודה,עמק הירדן,0,1,0,0,0,1,0,3,0,0
1105,פורייה - נווה עובד,עמק הירדן,4,5,6,19,3,3,8,6,3,2
1313,פורייה עילית,עמק הירדן,26,27,13,7,14,20,15,18,8,5
767,פורת,לב השרון,4,3,2,1,1,2,5,1,1,0
749,פטיש,מרחבים,13,7,5,12,7,4,2,4,3,0
1185,פלך,משגב,0,4,3,4,23,0,0,0,5,1
597,פלמחים,גן רווה,23,11,3,2,4,1,0,1,4,0
535,פסוטה,מועצה מקומית,8,8,2,15,9,7,16,27,6,5
2059,"פעמי תש""ז",מרחבים,4,3,2,6,3,3,3,4,1,1
536,פקיעין (בוקייעה),מועצה מקומית,13,8,6,5,24,5,26,14,13,9
281,פקיעין חדשה,מעלה יוסף,1,13,10,3,3,10,13,49,23,1
7800,פרדס חנה-כרכור,מועצה מקומית,606,404,89,234,92,613,418,282,160,80
171,פרדסייה,מועצה מקומית,24,10,285,59,122,22,37,19,3,3
599,פרוד,מרום הגליל,12,8,2,2,2,1,6,3,2,0
2053,פרזון,הגלבוע,2,0,0,0,0,1,1,2,0,0
1231,פרי גן,אשכול,3,0,0,0,0,1,1,1,2,0
7900,פתח תקווה,עירייה,"1,460","1,720",843,"1,035",549,725,"1,732","2,140","1,453",739
839,פתחיה,גזר,2,3,1,1,0,3,3,2,2,0
413,צאלים,אשכול,0,0,0,11,0,0,0,0,0,0
1180,צביה,משגב,3,1,0,0,0,0,0,0,0,0
1213,צבעון,הגליל העליון,3,20,11,8,15,15,9,12,8,0
465,צובה,מטה יהודה,0,1,0,0,24,0,0,0,0,0
1136,צוחר,אשכול,0,0,0,0,0,0,9,14,14,2
198,צופית,דרום השרון,4,1,2,1,4,9,2,0,0,0
1150,צופר,הערבה התיכונה,4,2,2,3,0,0,2,3,2,1
1102,צוקי ים,עמק חפר,0,1,0,0,1,0,0,0,0,0
1262,צוקים,הערבה התיכונה,4,3,1,2,0,0,1,3,14,2
1113,צור הדסה,מועצה מקומית,148,773,7,4,6,0,1,1,0,0
1345,צור יצחק,דרום השרון,157,232,0,0,87,268,0,160,0,0
276,צור משה,לב השרון,2,4,6,1,3,1,1,4,2,1
1148,צור נתן,דרום השרון,0,0,0,0,0,0,0,0,0,0
774,צוריאל,מעלה יוסף,1,3,11,5,12,7,3,5,4,0
1221,צורית,משגב,4,4,1,3,14,6,2,0,1,0
613,ציפורי,עמק יזרעאל,3,12,1,2,1,3,3,1,1,0
796,צלפון,מטה יהודה,13,2,10,10,4,6,2,4,3,1
636,צנדלה,הגלבוע,10,11,2,10,25,5,20,35,10,8
594,צפרייה,שדות דן,0,5,0,9,0,2,0,0,7,1
1079,צפרירים,מטה יהודה,3,1,0,0,0,0,1,0,0,0
8000,צפת,עירייה,87,24,26,12,56,45,72,584,170,13
612,צרופה,חוף הכרמל,0,1,2,0,0,0,1,0,0,1
567,צרעה,מטה יהודה,2,1,1,7,0,1,38,2,0,14
334,קבוצת יבנה,חבל יבנה,40,3,1,0,0,116,0,0,0,0
195,קדימה-צורן,מועצה מקומית,66,79,106,79,37,25,47,32,129,9
392,קדמה,יואב,0,2,0,0,0,0,0,0,0,0
4025,קדמת צבי,גולן,11,12,10,6,2,3,17,11,11,2
615,קדרון,ברנר,12,2,1,4,5,2,3,1,3,0
1211,קדרים,הגליל העליון,2,0,0,2,2,5,4,9,2,0
766,קוממיות,שפיר,0,0,1,1,0,0,0,0,0,0
1179,קורנית,משגב,23,7,0,0,0,0,0,16,9,2
1052,קטורה,חבל אילות,7,0,0,0,0,0,0,1,0,2
1167,קיסריה,חוף הכרמל,40,9,19,25,10,11,30,70,20,8
414,קלחים,מרחבים,4,2,2,4,3,0,1,1,6,0
638,קלנסווה,עירייה,86,118,37,91,84,48,72,67,58,26
4024,קלע,גולן,11,6,7,5,0,1,8,6,15,4
1243,קציר,מנשה,2,0,1,1,0,0,1,4,3,0
1347,קצר א-סר,נווה מדבר,0,0,0,0,0,0,0,1,3,0
4100,קצרין,מועצה מקומית,25,98,125,75,13,47,26,112,83,11
2620,קריית אונו,עירייה,402,162,405,880,642,872,"1,321",923,"1,332",307
6800,קריית אתא,עירייה,457,619,307,471,279,376,327,361,446,195
9500,קריית ביאליק,עירייה,280,346,"1,593",369,132,251,542,171,825,65
2630,קריית גת,עירייה,345,713,810,955,"1,385",799,741,706,613,282
2300,קריית טבעון,מועצה מקומית,47,42,24,25,243,165,133,216,137,1
9600,קריית ים,עירייה,215,97,129,81,787,273,194,514,161,0
1137,קריית יערים,מועצה מקומית,98,50,18,59,0,2,114,0,4,0
8200,קריית מוצקין,עירייה,159,842,"1,688",242,265,228,177,231,36,0
1034,קריית מלאכי,עירייה,160,510,140,248,40,296,353,440,489,7
78,קריית ענבים,מטה יהודה,1,0,0,0,15,1,2,12,0,32
469,קריית עקרון,מועצה מקומית,21,12,6,1,7,5,2,13,8,21
2800,קריית שמונה,עירייה,41,23,75,87,48,579,167,102,78,4
4006,קשת,גולן,0,1,3,8,3,5,5,6,5,1
543,ראמה,מועצה מקומית,18,24,25,12,1,8,4,25,48,5
1334,ראס אל-עין,משגב,0,1,4,7,0,7,5,1,1,0
990,ראס עלי,זבולון,5,4,3,0,3,2,3,0,3,8
2640,ראש העין,עירייה,"2,242",904,"2,911",484,282,73,529,737,"1,052",17
26,ראש פינה,מועצה מקומית,20,20,21,31,6,6,16,16,10,2
8300,ראשון לציון,עירייה,820,855,"1,802","1,836","1,284","2,348","2,677","3,110","1,392",210
564,רבדים,יואב,2,0,0,23,5,1,0,0,1,1
354,רביבים,רמת נגב,12,0,0,0,0,0,0,0,0,0
1225,רביד,עמק הירדן,0,0,0,0,0,2,0,0,0,0
390,רגבה,מטה אשר,1,0,1,0,7,6,3,1,0,0
444,רגבים,מנשה,0,0,2,1,0,0,6,18,7,6
1161,רהט,עירייה,396,290,192,274,324,304,299,271,223,31
2051,רווחה,שפיר,1,0,0,0,0,1,0,4,5,1
2016,רוויה,עמק המעיינות,3,0,0,2,0,0,0,2,0,0
362,רוחמה,שער הנגב,0,12,3,5,6,5,1,3,9,0
539,רומאנה,אל-בטוף,7,4,1,0,0,8,10,39,27,2
997,רומת הייב,אל-בטוף,15,10,12,11,13,22,1,2,0,0
854,רחוב,עמק המעיינות,1,2,1,0,2,2,5,11,5,0
8400,רחובות,עירייה,"1,064","1,000","1,072",873,884,867,797,497,"1,562",65
540,ריחאנייה,מרום הגליל,4,0,2,1,4,10,13,9,3,1
542,ריינה,מועצה מקומית,162,70,87,103,125,115,98,97,92,17
616,רינתיה,חבל מודיעין,2,0,1,5,0,0,0,0,1,0
922,רכסים,מועצה מקומית,12,31,228,15,62,69,18,399,224,0
1069,רם-און,הגלבוע,4,1,7,0,0,1,1,2,5,0
4702,רמות,גולן,11,8,2,0,4,2,0,0,2,0
206,רמות השבים,דרום השרון,13,6,3,0,6,3,6,5,3,1
735,רמות מאיר,גזר,1,1,1,0,0,0,0,1,3,1
445,רמות מנשה,מגידו,3,38,1,22,5,4,1,0,2,0
372,רמות נפתלי,מבואות החרמון,3,1,0,0,0,2,3,0,2,1
8500,רמלה,עירייה,438,46,343,15,763,"1,447",874,71,330,18
8600,רמת גן,עירייה,"1,855","1,250","1,136","2,135","2,294","2,576","1,931","1,908","1,046",333
135,רמת דוד,עמק יזרעאל,6,5,0,2,1,1,11,2,0,0
184,רמת הכובש,דרום השרון,5,19,0,1,2,1,0,1,0,2
335,רמת השופט,מגידו,4,0,0,1,17,24,5,0,0,0
2650,רמת השרון,עירייה,148,630,185,378,597,114,612,648,708,50
178,רמת יוחנן,זבולון,0,30,0,0,22,0,0,27,0,0
122,רמת ישי,מועצה מקומית,44,30,20,96,64,26,40,30,29,4
4701,רמת מגשימים,גולן,3,8,3,3,4,2,4,3,6,2
339,רמת צבי,הגלבוע,11,15,12,3,2,5,1,3,1,1
460,רמת רזיאל,מטה יהודה,0,2,2,1,0,1,1,0,4,0
127,רמת רחל,מטה יהודה,0,0,0,0,0,5,0,0,0,0
789,רנן,מרחבים,5,2,1,0,2,1,0,2,1,0
713,רעים,אשכול,6,0,0,0,0,0,0,0,18,0
8700,רעננה,עירייה,495,589,815,647,851,456,539,"1,073","1,193",201
1228,רקפת,משגב,7,13,6,9,2,1,0,1,0,0
247,רשפון,חוף השרון,8,8,2,1,1,0,1,2,3,0
437,רשפים,עמק המעיינות,21,11,14,18,9,12,11,14,4,0
1260,רתמים,רמת נגב,0,0,0,29,32,16,3,3,0,0
324,שאר ישוב,מבואות החרמון,7,0,0,0,1,0,1,0,1,0
1377,שבי דרום,מרחבים,0,0,0,5,27,16,12,7,5,0
282,שבי ציון,מטה אשר,16,26,19,8,3,4,3,6,2,3
913,שבלי - אום אל-גנם,מועצה מקומית,47,42,25,12,29,16,20,34,38,9
1286,שגב-שלום,מועצה מקומית,89,85,86,31,22,36,55,46,71,12
721,שדה אילן,הגליל התחתון,1,1,2,0,0,2,10,5,4,0
304,שדה אליהו,עמק המעיינות,0,0,0,0,0,0,0,7,0,0
861,שדה אליעזר,מבואות החרמון,10,8,5,1,1,3,4,3,0,0
885,שדה בוקר,רמת נגב,0,0,0,0,0,0,10,20,4,0
36,שדה דוד,לכיש,11,32,10,5,7,3,2,5,0,1
284,שדה ורבורג,דרום השרון,2,3,0,4,2,1,1,3,3,0
293,שדה יואב,יואב,1,0,10,0,1,1,0,1,0,0
142,שדה יעקב,עמק יזרעאל,2,4,5,8,0,2,1,1,3,0
2008,שדה יצחק,מנשה,0,0,0,0,0,1,1,1,0,0
18,שדה משה,לכיש,1,1,0,1,4,1,0,0,0,0
259,שדה נחום,עמק המעיינות,3,11,25,20,16,28,18,9,6,0
329,שדה נחמיה,הגליל העליון,8,2,6,7,3,1,6,7,6,1
1058,שדה ניצן,אשכול,4,3,4,4,5,2,4,3,1,1
739,שדה עוזיהו,באר טוביה,5,0,2,2,1,0,0,1,1,1
2049,שדה צבי,מרחבים,3,2,1,2,4,1,4,1,3,0
327,שדות ים,חוף הכרמל,0,0,0,0,0,0,16,0,0,0
27,שדות מיכה,מטה יהודה,2,0,0,5,2,0,2,0,0,0
1223,שדי אברהם,אשכול,2,2,1,2,2,1,2,3,0,0
2015,שדי חמד,דרום השרון,0,2,0,1,1,5,1,2,1,0
2057,שדי תרומות,עמק המעיינות,2,1,2,4,2,3,2,8,5,0
555,שדמה,גדרות,1,2,0,2,1,1,1,3,3,1
306,שדמות דבורה,הגליל התחתון,2,3,0,0,3,1,3,4,2,1
1031,שדרות,עירייה,132,445,880,231,571,503,311,685,222,99
741,שואבה,מטה יהודה,0,0,1,1,1,0,1,0,0,0
761,שובה,שדות נגב,12,4,4,4,1,3,2,0,2,0
394,שובל,בני שמעון,24,8,1,1,1,0,0,0,0,14
1304,שוהם,מועצה מקומית,30,181,30,135,860,445,2,58,1,0
614,שומרה,מעלה יוסף,1,3,2,8,2,0,2,2,4,0
1265,שומרייה,בני שמעון,11,3,5,2,1,9,5,4,4,0
415,שוקדה,שדות נגב,14,1,4,0,3,0,3,1,2,0
456,שורש,מטה יהודה,13,1,1,1,4,0,0,2,0,0
1235,שורשים,משגב,3,5,2,10,6,2,15,7,6,2
224,שושנת העמקים,עמק חפר,0,0,0,0,0,0,0,0,1,0
527,שזור,מרום הגליל,1,2,0,0,0,0,2,0,0,0
7,שחר,לכיש,3,5,3,0,4,0,2,1,3,0
865,שיבולים,שדות נגב,6,0,0,2,1,0,3,9,1,1
658,שייח' דנון,מטה אשר,14,6,8,2,8,3,6,8,8,0
1165,שילת,חבל מודיעין,6,3,5,2,0,0,4,2,3,0
1160,שכניה,משגב,25,1,1,0,0,0,0,0,2,0
873,שלווה,שפיר,3,2,4,4,6,3,4,7,7,1
439,שלוחות,עמק המעיינות,0,0,4,1,5,1,0,1,10,2
812,שלומי,מועצה מקומית,3,8,71,84,151,73,51,80,74,14
1364,שלומית,אשכול,0,0,8,15,5,7,6,8,9,6
366,שמיר,הגליל העליון,5,3,8,1,1,3,5,0,9,0
432,שמרת,מטה אשר,2,3,5,9,5,3,0,2,2,0
1337,שמשית,עמק יזרעאל,0,0,0,0,0,0,1,0,11,0
1132,שניר,הגליל העליון,6,1,3,9,8,1,6,3,1,0
538,שעב,מועצה מקומית,8,34,126,106,60,36,23,18,21,5
4009,שעל,גולן,1,2,2,2,3,7,6,4,2,2
856,שעלבים,גזר,3,1,0,0,0,0,0,0,0,0
661,שער אפרים,לב השרון,11,19,16,11,3,2,3,5,3,0
264,שער הגולן,עמק הירדן,0,4,2,0,0,0,0,14,0,0
237,שער העמקים,זבולון,0,0,0,1,13,6,0,1,1,8
232,שפיים,חוף השרון,32,1,20,4,1,1,0,30,0,0
692,שפיר,שפיר,9,10,2,0,2,1,2,2,1,5
8800,שפרעם,עירייה,231,218,226,65,38,62,148,229,317,59
1233,שקף,לכיש,1,2,7,11,23,10,4,7,1,0
292,שרונה,הגליל התחתון,0,2,1,1,0,0,2,3,1,0
1114,שריגים (לי-און),מטה יהודה,2,0,1,0,0,2,11,23,25,1
126,שריד,עמק יזרעאל,3,1,2,5,1,17,7,2,0,0
398,שרשרת,שדות נגב,6,1,2,1,3,2,6,4,3,0
1045,שתולה,מעלה יוסף,3,1,2,0,0,0,2,7,3,0
763,שתולים,באר טוביה,4,5,4,4,0,0,3,2,3,0
2062,תאשור,בני שמעון,1,1,2,0,4,7,5,4,2,0
2061,תדהר,בני שמעון,4,1,2,4,6,0,2,2,1,0
1172,תובל,משגב,4,3,1,0,1,1,0,19,9,1
1083,תושייה,שדות נגב,3,1,0,0,1,1,0,3,0,0
163,תימורים,באר טוביה,0,1,1,0,1,1,0,0,0,0
10,תירוש,מטה יהודה,2,0,0,0,1,1,0,1,0,0
5000,תל אביב -יפו,עירייה,"3,123","2,410","3,130","3,454","4,777","3,415","6,782","6,658","5,707","1,772"
84,תל יוסף,הגלבוע,0,1,3,3,6,12,6,1,2,0
287,תל יצחק,חוף השרון,7,12,5,3,5,2,2,1,4,1
154,תל מונד,מועצה מקומית,139,80,149,48,60,179,115,235,201,34
103,תל עדשים,עמק יזרעאל,7,8,1,2,3,2,1,2,0,0
719,תל קציר,עמק הירדן,1,2,13,7,8,5,7,1,14,4
1054,תל שבע,מועצה מקומית,38,27,24,12,18,12,39,37,58,15
1283,תל תאומים,עמק המעיינות,7,9,9,10,6,5,6,9,3,0
1051,תלמי אליהו,אשכול,6,1,6,1,4,0,3,5,4,0
2003,תלמי אלעזר,מנשה,0,0,2,2,0,0,0,0,1,1
2050,"תלמי ביל""ו",מרחבים,6,2,4,3,2,3,0,0,4,1
1237,תלמי יוסף,אשכול,1,0,1,2,1,1,0,1,4,0
727,תלמי יחיאל,באר טוביה,2,1,0,4,0,4,4,5,1,0
744,תלמי יפה,חוף אשקלון,2,0,0,1,2,2,3,6,7,2
814,תלמים,לכיש,2,5,1,1,0,1,3,1,1,2
1244,תמרת,עמק יזרעאל,1,1,5,1,5,3,5,9,47,20
2002,תנובות,לב השרון,3,0,1,4,2,3,1,2,1,0
752,תעוז,מטה יהודה,1,2,0,0,0,1,0,0,2,0
709,תפרח,מרחבים,4,0,3,1,1,1,0,1,1,0
665,תקומה,שדות נגב,3,4,5,3,0,0,1,3,2,1
1346,תרבין א-צאנע (יישוב)*,אל קסום,0,0,0,0,0,0,0,0,1,0
778,תרום,מטה יהודה,6,6,4,1,1,4,0,2,0,0
